time,mag,magType,nst,gap,dmin,rms,net,place,locationSource,magSource
2023-01-18T09:39:07.545Z,4.6,mb,41,108,1.935,0.58,us,"155 km NW of Tobelo, Indonesia",us,us
2023-01-18T09:09:05.320Z,2.58,ml,50,203,,0.13,hv,"16 km E of Naalehu, Hawaii",hv,hv
2023-01-18T08:01:26.730Z,5.5,mb,98,31,1.911,1.05,us,"143 km NW of Tobelo, Indonesia",us,us
2023-01-18T07:29:00.189Z,4.5,mb,26,149,0.404,0.91,us,"Near the coast of Coquimbo, Chile",us,us
2023-01-18T07:28:50.880Z,2.79,ml,58,36,0.1248,0.17,ci,"24km NNW of Tehachapi, CA",ci,ci
2023-01-18T07:20:21.754Z,4.6,mb,37,113,2.072,0.74,us,"149 km NNW of Tobelo, Indonesia",us,us
2023-01-18T07:00:34.116Z,4.8,mb,43,111,2.008,0.77,us,"159 km NW of Tobelo, Indonesia",us,us
2023-01-18T06:30:27.413Z,2.6,ml,,,,1.24,ak,"39 km SSE of Cantwell, Alaska",ak,ak
2023-01-18T06:19:13.488Z,5,mb,42,121,2.06,0.95,us,Molucca Sea,us,us
2023-01-18T06:06:11.317Z,7,mwc,130,17,1.974,1.18,us,"153 km NW of Tobelo, Indonesia",us,us
2023-01-18T05:57:19.580Z,2.73,md,14,198,0.03922,0.09,pr,"3 km SW of Indios, Puerto Rico",pr,pr
2023-01-18T05:33:54.470Z,3.13,md,29,94,0.1278,0.25,pr,"3 km SSW of Cayey, Puerto Rico",pr,pr
2023-01-18T04:51:36.954Z,4.6,mb,38,99,13.479,0.47,us,"11 km ENE of Sabang Indan, Philippines",us,us
2023-01-18T04:33:26.564Z,4.8,mb,48,119,1.708,0.85,us,"southwestern Ryukyu Islands, Japan",us,us
2023-01-18T04:21:57.431Z,5,mb,84,59,4.107,0.57,us,"104 km S of Żurrieq, Malta",us,us
2023-01-18T04:17:06.969Z,4.6,mb,23,76,6.396,0.8,us,north of Ascension Island,us,us
2023-01-18T04:06:02.456Z,4.3,mb,21,184,1.507,0.96,us,"Kepulauan Batu, Indonesia",us,us
2023-01-18T04:05:22.800Z,2.85,md,12,219,0.03562,0.08,pr,"3 km S of Guánica, Puerto Rico",pr,pr
2023-01-18T03:58:23.726Z,4.9,mb,43,65,7.524,0.47,us,"128 km NW of Sola, Vanuatu",us,us
2023-01-18T03:46:24.171Z,2.6,ml,,,,0.84,ak,"2 km W of Meadow Lakes, Alaska",ak,ak
2023-01-18T03:40:50.560Z,2.49,ml,85,42,0,0.21,ok,"14 km WSW of Carmen, Oklahoma",ok,ok
2023-01-18T03:26:32.922Z,4.6,mb,86,118,2.21,0.71,us,"11 km ESE of Hirara, Japan",us,us
2023-01-18T02:20:02.867Z,4.2,mb,78,124,0.766,0.6,us,"6 km SE of Río Bravo, Guatemala",us,us
2023-01-18T01:57:20.960Z,4.5,mb,22,154,6.778,0.54,us,"46 km SSW of Kangding, China",us,us
2023-01-18T01:54:23.480Z,2.6,ml,12,64,0.041041674,0.2,tx,"61 km S of Whites City, New Mexico",tx,tx
2023-01-18T01:46:55.746Z,4.4,mb,27,81,2.406,0.6,us,"267 km E of Port Blair, India",us,us
2023-01-18T01:41:34.352Z,3.5,ml,21,178,0.94,0.33,us,"Fox Islands, Aleutian Islands, Alaska",us,us
2023-01-18T00:56:36.983Z,4.6,mb,26,127,9.249,0.66,us,"34 km NE of Mercedes, Philippines",us,us
2023-01-18T00:34:44.767Z,6,mww,130,18,1.113,0.95,us,"61 km SSE of Gorontalo, Indonesia",us,us
2023-01-18T00:20:04.413Z,4.1,mb,20,188,0.754,1.17,us,off the coast of Central America,us,us
2023-01-18T00:17:14.699Z,2.63,ml,98,36,0,0.16,ok,"5 km E of Hennessey, Oklahoma",ok,ok
2023-01-17T22:11:11.182Z,4.3,mb,27,99,1.443,0.54,us,"Minahasa, Sulawesi, Indonesia",us,us
2023-01-17T22:05:11.580Z,4.5,mb,42,118,0.94,0.87,us,"13 km SW of Pondaguitan, Philippines",us,us
2023-01-17T21:42:33.761Z,5.1,mb,48,123,8.106,0.82,us,"40 km SSW of Popondetta, Papua New Guinea",us,us
2023-01-17T20:46:36.968Z,5,mb,118,61,1.771,0.65,us,Tonga region,us,us
2023-01-17T19:42:35.040Z,4.2,mb,40,127,5.223,1.38,us,"103 km SSW of Żurrieq, Malta",us,us
2023-01-17T19:08:33.087Z,4.3,mb,17,89,0.795,0.53,us,"Atacama, Chile",us,us
2023-01-17T18:40:00.409Z,4.3,mb,17,160,3.682,0.39,us,"53 km SSW of Atico, Peru",us,us
2023-01-17T18:39:22.230Z,4.6,mb,73,117,9.143,0.8,us,"15 km NNE of Sabang Indan, Philippines",us,us
2023-01-17T18:28:06.338Z,2.7,ml,,,,0.31,ak,"56 km E of Pedro Bay, Alaska",ak,ak
2023-01-17T18:05:42.309Z,4.4,mb,44,70,0.291,0.9,us,"96 km NNE of Taltal, Chile",us,us
2023-01-17T17:43:06.181Z,4.5,mb,50,153,4.408,0.4,us,"14 km S of Jūybār, Iran",us,us
2023-01-17T17:40:58.250Z,5.1,mww,153,57,5.23,0.71,us,Azores Islands region,us,us
2023-01-17T16:45:49.021Z,4.4,mb,45,92,1.85,0.62,us,"42 km N of Pucallpa, Peru",us,us
2023-01-17T16:35:26.784Z,2.9,ml,29,95,0.522,0.68,us,"9 km SE of Bancroft, Idaho",us,us
2023-01-17T15:21:19.545Z,4.6,mb,25,70,1.779,0.47,us,"25 km N of Ruteng, Indonesia",us,us
2023-01-17T14:57:00.990Z,2.62,md,18,78,0.06887,0.12,pr,"2 km NNE of Orocovis, Puerto Rico",pr,pr
2023-01-17T14:12:33.380Z,2.67,md,5,274,0.4346,0.25,pr,Virgin Islands region,pr,pr
2023-01-17T13:39:00.079Z,4.3,mb,25,132,1.365,0.81,us,"Kyushu, Japan",us,us
2023-01-17T13:13:57.910Z,4.2,mb,93,193,0.405,0.7,us,"Rat Islands, Aleutian Islands, Alaska",us,us
2023-01-17T12:59:29.589Z,4.6,mb,106,111,1.569,0.61,us,"56 km ESE of Koshima, Japan",us,us
2023-01-17T11:53:26.414Z,4.4,mb,28,160,1.591,0.81,us,"69 km SW of Cañete, Chile",us,us
2023-01-17T11:35:38.530Z,2.59,md,16,103,0.009002,0.16,pr,"0 km SSE of Fuig, Puerto Rico",pr,pr
2023-01-17T11:18:11.783Z,2.5,ml,,,,0.41,ak,"53 km NE of Pedro Bay, Alaska",ak,ak
2023-01-17T10:35:29.924Z,2.5,ml,,,,0.46,ak,"48 km ESE of Port Alsworth, Alaska",ak,ak
2023-01-17T09:59:25.642Z,4.3,mb,63,52,1.416,0.65,us,"63 km W of Tarauacá, Brazil",us,us
2023-01-17T09:55:23.710Z,2.56,md,7,178,0.1133,0.12,pr,"1 km SSE of Magas Arriba, Puerto Rico",pr,pr
2023-01-17T09:47:59.525Z,4.2,mb,22,136,7.75,0.8,us,"78 km WSW of Abepura, Indonesia",us,us
2023-01-17T09:40:38.044Z,4.9,mb,76,184,27.349,0.37,us,southern East Pacific Rise,us,us
2023-01-17T09:38:48.034Z,4.9,mb,34,119,2.495,0.38,us,Samoa Islands region,us,us
2023-01-17T09:22:17.850Z,3.25,md,10,249,0.7101,0.45,pr,"75 km NE of Punta Cana, Dominican Republic",pr,pr
2023-01-17T09:08:05.370Z,2.8,md,48,282,0.6199,0.22,nc,"73km W of Petrolia, CA",nc,nc
2023-01-17T08:28:17.720Z,2.45,md,16,201,0.01475,0.1,pr,"1 km SW of Guánica, Puerto Rico",pr,pr
2023-01-17T08:07:48.550Z,2.48,md,12,287,0.1948,0.22,pr,Puerto Rico region,pr,pr
2023-01-17T07:37:56.336Z,4.4,mb,33,97,0.208,0.68,us,"29 km N of Asahikawa, Japan",us,us
2023-01-17T06:19:02.843Z,4.9,mb,59,57,4.168,0.75,us,north of Svalbard,us,us
2023-01-17T04:50:45.368Z,4.3,mb,21,78,3.709,0.55,us,"125 km SW of Padang, Indonesia",us,us
2023-01-17T04:48:15.283Z,4.4,ml,,,,0.48,ak,Southeastern Alaska,ak,ak
2023-01-17T04:36:12.673Z,5,mb,86,37,1.708,0.96,us,"south of Java, Indonesia",us,us
2023-01-17T04:11:56.797Z,4,mb,21,122,1.085,0.13,us,Kermadec Islands region,us,us
2023-01-17T03:19:11.430Z,3.37,md,10,232,0.3322,0.12,pr,Puerto Rico region,pr,pr
2023-01-17T03:07:54.116Z,4.3,mb,11,97,4.512,1.12,us,"155 km SSW of Ambon, Indonesia",us,us
2023-01-17T02:38:43.926Z,4.6,mb,61,69,2.662,0.75,us,"Izu Islands, Japan region",us,us
2023-01-17T02:09:35.866Z,4.8,mb,61,70,3.912,0.63,us,"37 km SE of Ambon, Indonesia",us,us
2023-01-17T01:49:09.000Z,2.64,md,33,60,0.01981,0.11,nc,"11km SSW of Rio Dell, CA",nc,nc
2023-01-17T01:00:19.418Z,4.4,mb,22,52,7.644,0.5,us,Southwest Indian Ridge,us,us
2023-01-17T00:06:19.140Z,4.6,mb,33,74,2.765,0.59,us,"36 km SSW of Port-Vila, Vanuatu",us,us
2023-01-16T23:30:56.910Z,3.32,md,15,264,0.5958,0.33,pr,"68 km NNW of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-16T23:27:46.110Z,2.67,ml,55,94,,0.13,hv,"9 km ENE of Pāhala, Hawaii",hv,hv
2023-01-16T23:13:36.510Z,2.65,md,29,232,0.07371,0.09,nc,"16km WSW of Ferndale, CA",nc,nc
2023-01-16T21:57:38.829Z,5.2,mww,90,73,7.723,0.55,us,"22 km NNE of Sabang Indan, Philippines",us,us
2023-01-16T21:30:07.953Z,4.8,mb,60,62,4.542,0.55,us,Santa Cruz Islands,us,us
2023-01-16T20:54:59.952Z,4.3,mb,15,83,2.11,0.78,us,Banda Sea,us,us
2023-01-16T20:54:54.831Z,4.6,mb,58,82,2.311,0.71,us,"15 km S of Lampa, Peru",us,us
2023-01-16T20:20:12.456Z,4.1,mb,43,85,1.155,0.99,us,"34 km SW of Sairang, India",us,us
2023-01-16T19:48:18.590Z,4.1,md,17,179,0.5736,0.49,pr,"17 km SSE of La Romana, Dominican Republic",pr,pr
2023-01-16T19:08:52.429Z,4.3,mb,17,154,7.316,0.7,us,"45 km NE of Port-Olry, Vanuatu",us,us
2023-01-16T18:24:31.520Z,2.97,md,7,278,0.635,0.04,pr,Virgin Islands region,pr,pr
2023-01-16T18:23:23.791Z,4.3,mb,46,39,0.185,0.91,us,"5 km SSW of Klos, Albania",us,us
2023-01-16T17:43:27.373Z,4.6,ml,,,,0.54,ak,"10 km N of Meadow Lakes, Alaska",ak,ak
2023-01-16T17:20:26.965Z,2.6,ml,,,,0.41,ak,"35 km W of Tatitlek, Alaska",ak,ak
2023-01-16T17:18:10.256Z,4.4,mb,31,69,4.226,0.75,us,"115 km ENE of Nabire, Indonesia",us,us
2023-01-16T17:13:43.491Z,4.1,mb,34,161,0.25,0.94,us,"Rat Islands, Aleutian Islands, Alaska",us,us
2023-01-16T17:03:35.120Z,4.6,mb,39,140,9.274,0.8,us,West Chile Rise,us,us
2023-01-16T16:42:35.110Z,2.65,md,10,95,0.07534,0.36,pr,"5 km WSW of Liborio Negron Torres, Puerto Rico",pr,pr
2023-01-16T16:14:38.512Z,4.5,mb,27,94,6.225,0.69,us,"133 km NNW of Lorengau, Papua New Guinea",us,us
2023-01-16T16:12:56.580Z,3.4,md,8,241,0.7858,0.49,pr,"57 km NNE of Vieques, Puerto Rico",pr,pr
2023-01-16T15:47:40.574Z,4.9,mww,113,39,1.824,0.98,us,"81 km WSW of San Antonio de los Cobres, Argentina",us,us
2023-01-16T14:02:58.753Z,4.3,mwr,72,97,0.731,0.64,us,"76 km E of Hualien City, Taiwan",us,us
2023-01-16T14:02:39.514Z,4,mb,37,100,0.755,0.46,us,"83 km SW of Yonakuni, Japan",us,us
2023-01-16T13:31:22.789Z,4.3,mb,24,130,1.437,1.2,us,"37 km W of Aitape, Papua New Guinea",us,us
2023-01-16T13:10:03.973Z,4.3,mb,23,43,1.431,0.92,us,"35 km ESE of Nusa Dua, Indonesia",us,us
2023-01-16T12:10:24.184Z,4.3,mb,28,176,1.562,0.45,us,"33 km N of Kushiro, Japan",us,us
2023-01-16T11:44:59.521Z,4.3,mb,30,73,6.104,0.38,us,"158 km S of Hotan, China",us,us
2023-01-16T11:43:18.410Z,4,mb,20,155,0.157,0.39,us,Guatemala,us,us
2023-01-16T11:29:41.803Z,4.2,mb,34,100,5.97,0.36,us,"149 km S of Hotan, China",us,us
2023-01-16T11:10:29.305Z,3.7,ml,,,,0.51,ak,"Andreanof Islands, Aleutian Islands, Alaska",ak,ak
2023-01-16T10:15:09.455Z,4.9,mb,26,189,12.478,0.99,us,West Chile Rise,us,us
2023-01-16T09:42:35.151Z,4.2,mb,63,126,2.813,0.51,us,"Izu Islands, Japan region",us,us
2023-01-16T09:35:09.879Z,2.6,ml,,,,0.68,ak,"57 km NNE of Petersville, Alaska",ak,ak
2023-01-16T07:50:32.314Z,5,mb,47,124,5.297,0.79,us,Chile-Bolivia border region,us,us
2023-01-16T07:46:44.812Z,2.5,ml,13,50.01,0.017,0.1123,nn,"30 km SSE of Mina, Nevada",nn,nn
2023-01-16T07:41:00.458Z,4.3,mwr,54,150,2.745,0.38,us,"Near the coast of Valparaiso, Chile",us,guc
2023-01-16T07:18:50.150Z,4.3,mb,77,153,0.487,0.55,us,"41 km SSW of La Libertad, El Salvador",us,us
2023-01-16T07:12:28.705Z,4.9,mb,38,134,0.761,0.74,us,"38 km NNW of Port-Olry, Vanuatu",us,us
2023-01-16T07:01:50.075Z,2.5,ml,,,,1.12,ak,"27 km NNE of Lake Minchumina, Alaska",ak,ak
2023-01-16T04:49:52.130Z,6.3,mww,160,20,4.134,0.85,us,"Bonin Islands, Japan region",us,us
2023-01-16T04:47:12.542Z,5,mww,95,126,0.21,0.92,us,"3 km S of Zapotitlán, Guatemala",us,us
2023-01-16T04:20:56.021Z,2.6,ml,,,,0.44,ak,"123 km WSW of Akhiok, Alaska",ak,ak
2023-01-16T03:51:36.346Z,4.3,mb,13,128,2.844,0.68,us,"171 km ENE of Lospalos, Timor Leste",us,us
2023-01-16T03:43:37.950Z,2.63,md,28,60,0.05301,0.05,nc,"10km WSW of Toms Place, CA",nc,nc
2023-01-16T02:57:20.300Z,2.6,ml,30,54,0.2025,0.15,uu,"3 km N of Mount Pleasant, Utah",uu,uu
2023-01-16T02:52:39.250Z,2.7,ml,25,54,0.202,0.15,uu,"3 km N of Mount Pleasant, Utah",uu,uu
2023-01-16T02:05:13.310Z,3.6,ml,,,,0.44,ak,"98 km SW of Nikolski, Alaska",ak,ak
2023-01-16T01:54:02.872Z,4.5,mb,52,123,0.23,0.59,us,"3 km E of Zapotitlán, Guatemala",us,us
2023-01-16T01:24:49.440Z,2.68,md,26,205,0.09215,0.2,pr,"10 km S of Indios, Puerto Rico",pr,pr
2023-01-16T00:47:11.250Z,3.41,md,10,268,0.4841,0.26,pr,"55 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-16T00:03:40.580Z,3,ml,10,197,0.843,0.59,us,"93 km SSE of Akutan, Alaska",us,us
2023-01-15T23:55:32.663Z,4.5,mb,14,94,21.07,0.76,us,central Mid-Atlantic Ridge,us,us
2023-01-15T23:21:28.480Z,3.73,md,19,159,0.2414,0.37,pr,Mona Passage,pr,pr
2023-01-15T23:07:53.810Z,5.2,mww,105,68,0.12,0.81,us,"7 km NW of Atiquizaya, El Salvador",us,us
2023-01-15T22:51:35.920Z,3.38,ml,46,55,0.126,0.23,nc,"21km ENE of Le Grand, CA",nc,nc
2023-01-15T22:29:58.919Z,6.2,mww,97,52,0.822,0.48,us,"40 km SE of Singkil, Indonesia",us,us
2023-01-15T22:25:37.664Z,4.5,mb,14,95,1.754,0.27,us,Banda Sea,us,us
2023-01-15T21:46:29.715Z,4.1,mb,22,81,4.545,0.37,us,"eastern Sichuan, China",us,us
2023-01-15T21:45:41.552Z,4.1,mb,32,40,0.185,0.66,us,Albania,us,us
2023-01-15T21:37:21.578Z,4.9,mb,109,37,0.147,0.77,us,Albania,us,us
2023-01-15T20:12:53.243Z,3.3,ml,18,66,0.015317921,0.2,tx,"34 km SE of Malaga, New Mexico",tx,tx
2023-01-15T19:47:40.472Z,4.7,mb,24,93,16.952,0.67,us,west of Macquarie Island,us,us
2023-01-15T19:41:51.878Z,4.3,mb,25,179,1.309,0.96,us,"129 km S of Kokopo, Papua New Guinea",us,us
2023-01-15T18:48:41.232Z,4.4,mb,26,121,4.913,0.74,us,south of the Fiji Islands,us,us
2023-01-15T18:21:38.233Z,2.5,ml,26,42,0.018483459,0.3,tx,"50 km SSE of Whites City, New Mexico",tx,tx
2023-01-15T17:59:19.869Z,4.3,mb,26,100,0.39,0.67,us,"17 km SE of Córdoba, Colombia",us,us
2023-01-15T17:57:31.090Z,3.45,md,13,236,0.6325,0.59,pr,Mona Passage,pr,pr
2023-01-15T17:56:00.369Z,4.7,mb,27,85,3.999,0.48,us,Easter Island region,us,us
2023-01-15T17:38:02.230Z,4.2,mb,21,56,3.955,0.39,us,"132 km E of Madang, Papua New Guinea",us,us
2023-01-15T17:36:47.239Z,4.5,mb,73,51,1.778,0.74,us,"75 km ENE of Levuka, Fiji",us,us
2023-01-15T17:09:39.111Z,5,mb,88,51,5.164,1.01,us,south of the Fiji Islands,us,us
2023-01-15T16:57:02.957Z,3.3,ml,,,,0.48,ak,"33 km WSW of Womens Bay, Alaska",ak,ak
2023-01-15T16:25:27.570Z,4.9,mb,61,135,1.026,0.82,us,"93 km E of Mutsu, Japan",us,us
2023-01-15T15:59:39.864Z,4.9,mb,47,104,0.735,0.73,us,"80 km N of Ternate, Indonesia",us,us
2023-01-15T14:10:32.657Z,2.5,ml,27,40,0.02315401,0.2,tx,"50 km SSE of Whites City, New Mexico",tx,tx
2023-01-15T13:55:16.858Z,4.2,mb,29,167,2.665,0.8,us,"115 km ENE of Murghob, Tajikistan",us,us
2023-01-15T13:15:39.780Z,4.7,mb,57,135,6.437,0.61,us,Kuril Islands,us,us
2023-01-15T12:28:15.040Z,4.8,mb,52,82,4.429,0.54,us,"Leyte, Philippines",us,us
2023-01-15T12:05:26.120Z,2.68,ml,49,178,,0.14,hv,"14 km N of Kukuihaele, Hawaii",hv,hv
2023-01-15T12:04:17.421Z,5.6,mww,99,25,8.722,0.69,us,"22 km WNW of Port-Olry, Vanuatu",us,us
2023-01-15T11:37:36.959Z,5,mww,56,111,2.616,0.54,us,"58 km ENE of Hirara, Japan",us,us
2023-01-15T11:32:35.700Z,2.48,ml,30,59,0.04927,0.12,ci,"7km ENE of Coso Junction, CA",ci,ci
2023-01-15T11:27:15.870Z,4.5,mb,27,104,1.93,0.56,us,Central Peru,us,us
2023-01-15T09:37:11.920Z,2.45,md,24,212,0.1131,0.13,nc,"16km WNW of Lopez Point, CA",nc,nc
2023-01-15T09:08:55.891Z,3,ml,,,,0.59,ak,"46 km SSW of Skwentna, Alaska",ak,ak
2023-01-15T08:43:28.700Z,2.91,md,25,237,0.1985,0.1,pr,Puerto Rico region,pr,pr
2023-01-15T07:51:39.185Z,4.7,mb,60,58,4.147,0.55,us,"96 km SE of Lata, Solomon Islands",us,us
2023-01-15T07:42:44.761Z,4.7,mb,31,147,12.808,0.63,us,northern Mid-Atlantic Ridge,us,us
2023-01-15T07:32:17.694Z,4.5,mb,22,171,1.158,0.46,us,"128 km NW of Ternate, Indonesia",us,us
2023-01-15T06:41:36.190Z,3.74,md,17,222,0.3249,0.39,pr,"31 km SE of Boca de Yuma, Dominican Republic",pr,pr
2023-01-15T06:18:24.989Z,4.7,mb,75,120,5.781,0.62,us,"Maug Islands region, Northern Mariana Islands",us,us
2023-01-15T05:52:49.970Z,2.5,md,16,66,0.06163,0.25,pr,Puerto Rico,pr,pr
2023-01-15T05:32:27.543Z,5.2,mww,64,40,0.913,0.69,us,"99 km NE of Norsup, Vanuatu",us,us
2023-01-15T04:42:15.080Z,5.2,mww,139,47,3.18,0.79,us,"Izu Islands, Japan region",us,us
2023-01-15T04:32:55.560Z,4.8,mb,32,70,2.721,0.59,us,"23 km SE of Port-Vila, Vanuatu",us,us
2023-01-15T04:03:06.634Z,4.3,mb,21,130,2.153,0.55,us,"7 km WSW of Mandalay, Myanmar",us,us
2023-01-15T03:36:28.193Z,4.7,mb,63,65,0.917,0.88,us,"14 km NE of Doğanyol, Turkey",us,us
2023-01-15T03:35:31.271Z,4.4,mb,12,95,3.61,0.61,us,"263 km NNE of Lospalos, Timor Leste",us,us
2023-01-15T02:37:57.668Z,4.5,mb,14,183,2.057,0.64,us,offshore Honduras,us,us
2023-01-15T02:11:03.666Z,4.6,mb,13,144,2.485,0.74,us,Vanuatu,us,us
2023-01-15T02:03:06.891Z,2.7,ml,28,57,0.02683047,0.3,tx,"54 km S of Whites City, New Mexico",tx,tx
2023-01-15T01:28:40.000Z,3.28,ml,41,57,,0.13,hv,"5 km NW of Pāhala, Hawaii",hv,hv
2023-01-15T00:18:02.520Z,2.64,md,12,224,0.3648,0.19,pr,"24 km NNE of Dorado, Puerto Rico",pr,pr
2023-01-14T22:45:32.759Z,4.5,mb,14,159,2.526,0.44,us,"221 km WNW of Sola, Vanuatu",us,us
2023-01-14T22:15:01.223Z,4.2,mb,13,163,1.034,0.95,us,"114 km NW of Ternate, Indonesia",us,us
2023-01-14T20:47:26.598Z,4.4,mb,20,139,6.481,0.67,us,"108 km NNE of Cabodiongan, Philippines",us,us
2023-01-14T20:32:18.307Z,4.8,mb,51,71,1.563,1.1,us,"4 km NNE of Ciputat, Indonesia",us,us
2023-01-14T20:25:39.375Z,2.7,ml,35,34,0.037041602,0.2,tx,"48 km W of Mentone, Texas",tx,tx
2023-01-14T20:19:25.490Z,3.1,ml,15,205,1.212,0.49,us,"141 km SE of Akutan, Alaska",us,us
2023-01-14T20:09:51.057Z,4.1,mb,20,70,1.566,0.69,us,"177 km WSW of Ternate, Indonesia",us,us
2023-01-14T19:54:29.985Z,4.1,mb,26,164,3.693,1.1,us,"119 km SSE of Ust’-Kamchatsk Staryy, Russia",us,us
2023-01-14T19:53:40.301Z,4.3,mb,10,93,8.468,0.41,us,Prince Edward Islands region,us,us
2023-01-14T19:40:26.204Z,4.3,mb,49,66,0.811,0.55,us,"72 km E of Jiufen, Taiwan",us,us
2023-01-14T19:34:07.631Z,4.2,mb,18,152,3.183,0.72,us,Celebes Sea,us,us
2023-01-14T19:28:12.327Z,4.2,mb,24,187,1.706,0.75,us,"103 km W of Bengkulu, Indonesia",us,us
2023-01-14T18:18:29.873Z,4.5,mb,126,117,0.951,0.74,us,"13 km NNW of Jordán, Colombia",us,us
2023-01-14T17:55:46.849Z,2.7,ml,19,49,0.004557504,0.1,tx,"36 km WSW of Mentone, Texas",tx,tx
2023-01-14T16:53:11.291Z,4.9,mb,46,130,6.411,0.56,us,"Maug Islands region, Northern Mariana Islands",us,us
2023-01-14T16:06:47.643Z,4.2,mb,25,45,3.504,0.58,us,"238 km E of Levuka, Fiji",us,us
2023-01-14T14:31:25.717Z,5.1,mww,44,38,8.62,1.43,us,"38 km W of Port-Olry, Vanuatu",us,us
2023-01-14T13:43:13.203Z,4.7,mb,26,158,4.732,0.7,us,"117 km SSE of Panguna, Papua New Guinea",us,us
2023-01-14T12:43:09.389Z,4.2,mb,53,232,3.062,0.7,us,"Crete, Greece",us,us
2023-01-14T11:58:44.852Z,4.4,mb,26,177,0.354,0.57,us,"75 km WSW of Ovalle, Chile",us,us
2023-01-14T11:19:29.650Z,2.66,ml,51,119,,0.13,hv,"5 km NE of Pāhala, Hawaii",hv,hv
2023-01-14T10:27:02.252Z,2.5,ml,29,56,0.027985507,0.2,tx,western Texas,tx,tx
2023-01-14T09:00:03.330Z,2.7,ml,27,181,,0.33,av,"82 km WSW of Unalaska, Alaska",av,av
2023-01-14T08:02:28.528Z,4.1,mb,30,60,7.009,1.1,us,"172 km NNE of Nagqu, China",us,us
2023-01-14T07:39:32.922Z,4.5,mb,42,51,2.342,0.48,us,Russia-Mongolia border region,us,us
2023-01-14T07:24:03.317Z,4.4,mb,42,145,0.741,0.6,us,"43 km SW of Jiquilillo, Nicaragua",us,us
2023-01-14T06:48:10.715Z,4.5,mb,24,74,1.079,0.99,us,"66 km NW of Naisano Dua, Indonesia",us,us
2023-01-14T06:27:22.078Z,3.3,mb_lg,35,123,0.777,0.4,us,"6 km ESE of Dedham, Maine",us,us
2023-01-14T06:05:25.693Z,2.7,ml,27,108.38,0.395,0.1724,nn,"39 km S of Caliente, Nevada",nn,nn
2023-01-14T05:15:02.868Z,3.4,ml,19,221,1.051,0.99,us,"Rat Islands, Aleutian Islands, Alaska",us,us
2023-01-14T04:26:06.939Z,4.6,mb,14,156,9.679,0.69,us,off the coast of South Africa,us,us
2023-01-14T04:20:22.308Z,4.2,mb,58,141,1.823,0.76,us,"279 km SE of Shingū, Japan",us,us
2023-01-14T04:10:32.845Z,4.6,mb,40,66,2.545,0.77,us,"239 km ENE of Lospalos, Timor Leste",us,us
2023-01-14T04:03:45.150Z,2.52,md,9,105,0.01989,0.09,pr,"1 km NNE of Maria Antonia, Puerto Rico",pr,pr
2023-01-14T03:18:38.792Z,4.2,mb,27,108,3.566,0.63,us,south of the Fiji Islands,us,us
2023-01-14T03:06:21.670Z,3.2,ml,17,108,0.05735,0.05,nc,"4km WNW of Walker, CA",nc,nc
2023-01-14T01:00:49.900Z,4.4,mb,13,102,4.758,0.95,us,south of the Fiji Islands,us,us
2023-01-13T22:40:57.896Z,5.3,mww,104,51,0.86,0.7,us,"136 km SSW of Pagar Alam, Indonesia",us,us
2023-01-13T22:25:43.996Z,4.5,mb,42,68,2.069,0.45,us,"299 km WSW of Tual, Indonesia",us,us
2023-01-13T21:00:37.687Z,3.9,mb,32,104,0.284,0.29,us,"34 km E of Los Andes, Chile",us,us
2023-01-13T20:42:55.325Z,4.9,mb,113,60,3.196,0.84,us,"47 km NNW of Kandrian, Papua New Guinea",us,us
2023-01-13T20:33:59.470Z,2.46,md,5,192,0.01089,0.08,pr,"3 km SW of Palmarejo, Puerto Rico",pr,pr
2023-01-13T18:16:14.340Z,3.75,md,20,247,0.5414,0.76,pr,"36 km S of Boca de Yuma, Dominican Republic",pr,pr
2023-01-13T17:55:18.485Z,2.8,ml,,,,0.99,ak,"214 km S of Chenega, Alaska",ak,ak
2023-01-13T17:37:27.924Z,4.2,mb,17,172,0.506,1.03,us,"61 km SSW of Iquique, Chile",us,us
2023-01-13T17:03:31.070Z,3.43,md,8,229,0.09126,0.15,pr,Virgin Islands region,pr,pr
2023-01-13T16:41:41.411Z,4.5,mb,35,43,0.988,0.95,us,"13 km SSE of Piedecuesta, Colombia",us,us
2023-01-13T16:32:18.660Z,4.5,mb,13,142,3.021,0.89,us,Fiji region,us,us
2023-01-13T15:41:43.355Z,4.8,mb,42,100,6.162,0.52,us,"247 km W of Abepura, Indonesia",us,us
2023-01-13T15:35:20.698Z,4.5,mb,17,155,6.005,0.56,us,"58 km WNW of Port-Olry, Vanuatu",us,us
2023-01-13T15:03:54.401Z,4.3,mb,15,201,0.915,0.63,us,"77 km W of Tobelo, Indonesia",us,us
2023-01-13T15:02:36.475Z,4.9,mb,37,96,0.719,0.86,us,"75 km E of Hualien City, Taiwan",us,us
2023-01-13T12:59:33.788Z,3.1,ml,,,,0.85,ak,"54 km SW of Sitka, Alaska",ak,ak
2023-01-13T12:44:50.654Z,4.6,mb,57,72,1.355,0.48,us,"Pulau Pulau Tanimbar, Indonesia",us,us
2023-01-13T12:30:30.697Z,4.4,mb,28,102,1.038,1.07,us,"59 km WNW of Zharkent, Kazakhstan",us,us
